	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
38	 ( 28 4 )	 ( 22 2 )	 ( 22 2 )	 ( 50 3 )	 ( 6 20 )	 ( 50 1 )	 ( 18 1 )	 ( 4 26 )	 ( 4 26 )	 ( 6 23 )	 ( 4 27 )	 ( 4 25 )	 ( 4 26 )	 ( 6 21 )	 ( 4 28 )	 ( 6 21 )	 ( 6 21 )	 ( 4 22 )	 ( 4 21 )	 ( 6 24 )	 ( 4 27 )	 ( 4 54 )	 ( 4 54 )	 ( 4 54 )	 ( 4 22 )	 ( 6 21 )	 ( 6 29 )	 ( 6 21 )	 ( 40 4 )	 ( 50 2 )	 ( 22 3 )	 ( 40 2 )	 ( 18 4 )	 ( 18 2 )	 ( 18 2 )	 ( 4 57 )	 ( 14 7 )	 ( 14 8 )	 ( 2147483647 0 )	 ( 11 22 )	 ( 6 21 )	 ( 16 3 )	 ( 18 2 )	 ( 22 1 )	 ( 28 2 )	 ( 6 22 )	 ( 6 14 )	 ( 10 7 )	 ( 6 17 )	 ( 6 15 )	 ( 6 15 )	 ( 4 23 )	 ( 4 28 )	 ( 6 30 )	 ( 6 30 )	 ( 20 6 )	 ( 22 45 )	 ( 22 2 )	 ( 40 45 )	 ( 10 6 )	 ( 11 5 )	 ( 6 29 )	 ( 4 24 )	 ( 50 2 )	 ( 6 24 )	 ( 6 30 )	 ( 6 29 )	 ( 11 7 )	 ( 11 8 )	 ( 11 7 )	 ( 11 7 )	 ( 20 2 )
39	 ( 6 18 )	 ( 6 20 )	 ( 6 20 )	 ( 6 19 )	 ( 50 2 )	 ( 6 21 )	 ( 6 21 )	 ( 8 10 )	 ( 8 12 )	 ( 5 17 )	 ( 8 12 )	 ( 8 11 )	 ( 7 10 )	 ( 40 3 )	 ( 8 12 )	 ( 50 3 )	 ( 40 3 )	 ( 8 16 )	 ( 8 15 )	 ( 5 18 )	 ( 8 13 )	 ( 8 40 )	 ( 8 40 )	 ( 8 40 )	 ( 8 14 )	 ( 50 3 )	 ( 7 11 )	 ( 40 3 )	 ( 6 23 )	 ( 6 21 )	 ( 6 22 )	 ( 6 22 )	 ( 6 24 )	 ( 6 22 )	 ( 6 22 )	 ( 8 43 )	 ( 11 15 )	 ( 16 15 )	 ( 11 22 )	 ( 2147483647 0 )	 ( 28 3 )	 ( 6 23 )	 ( 6 22 )	 ( 6 21 )	 ( 6 21 )	 ( 40 1 )	 ( 14 9 )	 ( 5 20 )	 ( 14 12 )	 ( 14 10 )	 ( 14 10 )	 ( 8 15 )	 ( 8 13 )	 ( 7 12 )	 ( 10 12 )	 ( 6 23 )	 ( 6 64 )	 ( 6 21 )	 ( 6 65 )	 ( 5 21 )	 ( 6 23 )	 ( 10 11 )	 ( 8 15 )	 ( 11 24 )	 ( 5 18 )	 ( 8 22 )	 ( 8 23 )	 ( 6 21 )	 ( 5 21 )	 ( 5 21 )	 ( 5 21 )	 ( 6 22 )
40	 ( 6 17 )	 ( 6 19 )	 ( 6 19 )	 ( 6 18 )	 ( 28 1 )	 ( 6 20 )	 ( 6 20 )	 ( 8 8 )	 ( 8 10 )	 ( 5 15 )	 ( 8 10 )	 ( 8 9 )	 ( 7 8 )	 ( 50 1 )	 ( 8 10 )	 ( 50 2 )	 ( 50 2 )	 ( 8 14 )	 ( 8 13 )	 ( 5 16 )	 ( 8 11 )	 ( 8 38 )	 ( 8 38 )	 ( 8 38 )	 ( 8 12 )	 ( 50 2 )	 ( 7 9 )	 ( 50 2 )	 ( 6 22 )	 ( 6 20 )	 ( 6 21 )	 ( 6 21 )	 ( 6 23 )	 ( 6 21 )	 ( 6 21 )	 ( 8 41 )	 ( 11 18 )	 ( 16 18 )	 ( 6 21 )	 ( 28 3 )	 ( 2147483647 0 )	 ( 6 22 )	 ( 6 21 )	 ( 6 20 )	 ( 6 20 )	 ( 50 3 )	 ( 14 11 )	 ( 5 22 )	 ( 14 14 )	 ( 14 12 )	 ( 14 12 )	 ( 8 13 )	 ( 8 11 )	 ( 7 10 )	 ( 10 10 )	 ( 6 24 )	 ( 6 63 )	 ( 6 20 )	 ( 6 64 )	 ( 5 23 )	 ( 6 24 )	 ( 10 9 )	 ( 8 13 )	 ( 6 23 )	 ( 5 16 )	 ( 8 20 )	 ( 8 21 )	 ( 6 23 )	 ( 5 23 )	 ( 5 23 )	 ( 5 23 )	 ( 6 21 )
41	 ( 25 5 )	 ( 40 3 )	 ( 33 3 )	 ( 33 5 )	 ( 6 21 )	 ( 33 3 )	 ( 25 3 )	 ( 6 29 )	 ( 4 29 )	 ( 6 26 )	 ( 4 30 )	 ( 4 28 )	 ( 6 29 )	 ( 6 22 )	 ( 6 31 )	 ( 6 22 )	 ( 6 22 )	 ( 4 25 )	 ( 4 24 )	 ( 6 27 )	 ( 4 30 )	 ( 4 57 )	 ( 4 57 )	 ( 4 57 )	 ( 4 25 )	 ( 6 22 )	 ( 6 30 )	 ( 6 22 )	 ( 33 4 )	 ( 33 2 )	 ( 40 5 )	 ( 33 4 )	 ( 33 5 )	 ( 25 4 )	 ( 25 4 )	 ( 4 60 )	 ( 14 10 )	 ( 14 11 )	 ( 16 3 )	 ( 6 23 )	 ( 6 22 )	 ( 2147483647 0 )	 ( 25 4 )	 ( 40 4 )	 ( 40 2 )	 ( 6 24 )	 ( 6 17 )	 ( 10 8 )	 ( 6 18 )	 ( 6 18 )	 ( 6 18 )	 ( 4 26 )	 ( 4 31 )	 ( 6 31 )	 ( 6 31 )	 ( 20 7 )	 ( 50 45 )	 ( 33 3 )	 ( 50 44 )	 ( 10 7 )	 ( 16 6 )	 ( 6 30 )	 ( 4 27 )	 ( 16 1 )	 ( 6 27 )	 ( 6 33 )	 ( 6 32 )	 ( 16 8 )	 ( 16 9 )	 ( 16 8 )	 ( 16 8 )	 ( 20 5 )
42	 ( 25 4 )	 ( 25 3 )	 ( 25 3 )	 ( 25 3 )	 ( 6 20 )	 ( 25 3 )	 ( 25 1 )	 ( 6 28 )	 ( 4 28 )	 ( 6 25 )	 ( 4 29 )	 ( 4 27 )	 ( 6 28 )	 ( 6 21 )	 ( 6 30 )	 ( 6 21 )	 ( 6 21 )	 ( 4 24 )	 ( 4 23 )	 ( 6 26 )	 ( 4 29 )	 ( 4 56 )	 ( 4 56 )	 ( 4 56 )	 ( 4 24 )	 ( 6 21 )	 ( 6 29 )	 ( 6 21 )	 ( 40 3 )	 ( 25 4 )	 ( 50 2 )	 ( 25 4 )	 ( 40 4 )	 ( 25 2 )	 ( 25 2 )	 ( 4 59 )	 ( 14 9 )	 ( 14 10 )	 ( 18 2 )	 ( 6 22 )	 ( 6 21 )	 ( 25 4 )	 ( 2147483647 0 )	 ( 18 3 )	 ( 25 2 )	 ( 6 23 )	 ( 6 16 )	 ( 10 8 )	 ( 6 18 )	 ( 6 17 )	 ( 6 17 )	 ( 4 25 )	 ( 4 30 )	 ( 6 30 )	 ( 6 30 )	 ( 20 7 )	 ( 25 46 )	 ( 25 3 )	 ( 25 47 )	 ( 10 7 )	 ( 16 6 )	 ( 6 29 )	 ( 4 26 )	 ( 18 4 )	 ( 6 26 )	 ( 6 32 )	 ( 6 31 )	 ( 16 8 )	 ( 16 9 )	 ( 16 8 )	 ( 16 8 )	 ( 18 4 )
43	 ( 25 3 )	 ( 40 1 )	 ( 33 1 )	 ( 28 3 )	 ( 6 19 )	 ( 22 2 )	 ( 18 2 )	 ( 6 27 )	 ( 4 27 )	 ( 6 22 )	 ( 4 28 )	 ( 4 26 )	 ( 6 27 )	 ( 6 20 )	 ( 6 29 )	 ( 6 20 )	 ( 6 20 )	 ( 4 23 )	 ( 4 22 )	 ( 6 23 )	 ( 4 28 )	 ( 4 55 )	 ( 4 55 )	 ( 4 55 )	 ( 4 23 )	 ( 6 20 )	 ( 6 28 )	 ( 6 20 )	 ( 40 3 )	 ( 33 2 )	 ( 50 2 )	 ( 22 3 )	 ( 40 4 )	 ( 18 3 )	 ( 18 3 )	 ( 4 58 )	 ( 14 8 )	 ( 14 9 )	 ( 22 1 )	 ( 6 21 )	 ( 6 20 )	 ( 40 4 )	 ( 18 3 )	 ( 2147483647 0 )	 ( 40 2 )	 ( 6 21 )	 ( 6 13 )	 ( 10 6 )	 ( 6 16 )	 ( 6 14 )	 ( 6 14 )	 ( 4 24 )	 ( 4 29 )	 ( 6 29 )	 ( 6 29 )	 ( 20 5 )	 ( 40 44 )	 ( 50 1 )	 ( 40 45 )	 ( 10 5 )	 ( 11 4 )	 ( 6 28 )	 ( 4 25 )	 ( 22 3 )	 ( 6 23 )	 ( 6 29 )	 ( 6 28 )	 ( 11 6 )	 ( 11 7 )	 ( 11 6 )	 ( 11 6 )	 ( 20 1 )
44	 ( 25 3 )	 ( 40 1 )	 ( 25 1 )	 ( 28 3 )	 ( 6 19 )	 ( 28 1 )	 ( 25 1 )	 ( 6 27 )	 ( 4 28 )	 ( 6 24 )	 ( 6 29 )	 ( 4 27 )	 ( 6 27 )	 ( 6 20 )	 ( 6 29 )	 ( 6 20 )	 ( 6 20 )	 ( 4 24 )	 ( 4 23 )	 ( 6 25 )	 ( 4 29 )	 ( 4 56 )	 ( 4 56 )	 ( 4 56 )	 ( 4 24 )	 ( 6 20 )	 ( 6 28 )	 ( 6 20 )	 ( 40 4 )	 ( 28 2 )	 ( 40 3 )	 ( 28 2 )	 ( 25 4 )	 ( 25 2 )	 ( 25 2 )	 ( 4 59 )	 ( 14 9 )	 ( 14 10 )	 ( 28 2 )	 ( 6 21 )	 ( 6 20 )	 ( 40 2 )	 ( 25 2 )	 ( 40 2 )	 ( 2147483647 0 )	 ( 6 22 )	 ( 6 15 )	 ( 10 6 )	 ( 6 16 )	 ( 6 16 )	 ( 6 16 )	 ( 4 25 )	 ( 6 30 )	 ( 6 29 )	 ( 6 29 )	 ( 20 5 )	 ( 33 44 )	 ( 33 1 )	 ( 33 45 )	 ( 10 5 )	 ( 16 4 )	 ( 6 28 )	 ( 4 26 )	 ( 16 3 )	 ( 6 25 )	 ( 6 31 )	 ( 6 30 )	 ( 16 6 )	 ( 16 7 )	 ( 16 6 )	 ( 16 6 )	 ( 20 3 )
45	 ( 6 19 )	 ( 6 21 )	 ( 6 21 )	 ( 6 20 )	 ( 40 3 )	 ( 6 22 )	 ( 6 22 )	 ( 8 9 )	 ( 8 11 )	 ( 5 16 )	 ( 8 11 )	 ( 8 10 )	 ( 7 9 )	 ( 50 2 )	 ( 8 11 )	 ( 50 3 )	 ( 50 3 )	 ( 8 15 )	 ( 8 14 )	 ( 5 17 )	 ( 8 12 )	 ( 8 39 )	 ( 8 39 )	 ( 8 39 )	 ( 8 13 )	 ( 50 3 )	 ( 7 10 )	 ( 50 3 )	 ( 6 24 )	 ( 6 22 )	 ( 6 23 )	 ( 6 23 )	 ( 6 25 )	 ( 6 23 )	 ( 6 23 )	 ( 8 42 )	 ( 11 16 )	 ( 16 16 )	 ( 6 22 )	 ( 40 1 )	 ( 50 3 )	 ( 6 24 )	 ( 6 23 )	 ( 6 21 )	 ( 6 22 )	 ( 2147483647 0 )	 ( 14 8 )	 ( 5 19 )	 ( 14 11 )	 ( 14 9 )	 ( 14 9 )	 ( 8 14 )	 ( 8 12 )	 ( 7 11 )	 ( 10 11 )	 ( 6 22 )	 ( 6 65 )	 ( 6 22 )	 ( 6 66 )	 ( 5 20 )	 ( 6 22 )	 ( 10 10 )	 ( 8 14 )	 ( 6 24 )	 ( 5 17 )	 ( 8 21 )	 ( 8 22 )	 ( 6 20 )	 ( 5 20 )	 ( 5 20 )	 ( 5 20 )	 ( 6 22 )
46	 ( 6 16 )	 ( 6 14 )	 ( 6 14 )	 ( 6 16 )	 ( 14 11 )	 ( 6 15 )	 ( 6 15 )	 ( 5 16 )	 ( 5 18 )	 ( 28 9 )	 ( 5 18 )	 ( 5 17 )	 ( 7 17 )	 ( 14 10 )	 ( 5 18 )	 ( 14 11 )	 ( 14 11 )	 ( 13 15 )	 ( 13 16 )	 ( 28 10 )	 ( 5 19 )	 ( 5 46 )	 ( 5 46 )	 ( 5 46 )	 ( 13 17 )	 ( 14 11 )	 ( 7 18 )	 ( 14 11 )	 ( 6 16 )	 ( 6 15 )	 ( 6 15 )	 ( 6 16 )	 ( 6 17 )	 ( 6 16 )	 ( 6 16 )	 ( 5 49 )	 ( 6 21 )	 ( 6 22 )	 ( 6 14 )	 ( 14 9 )	 ( 14 11 )	 ( 6 17 )	 ( 6 16 )	 ( 6 13 )	 ( 6 15 )	 ( 14 8 )	 ( 2147483647 0 )	 ( 5 11 )	 ( 25 3 )	 ( 50 1 )	 ( 28 1 )	 ( 13 18 )	 ( 5 19 )	 ( 7 19 )	 ( 10 19 )	 ( 6 14 )	 ( 6 57 )	 ( 6 14 )	 ( 6 58 )	 ( 5 12 )	 ( 6 14 )	 ( 10 18 )	 ( 13 19 )	 ( 6 16 )	 ( 28 10 )	 ( 12 16 )	 ( 28 15 )	 ( 6 12 )	 ( 5 12 )	 ( 5 12 )	 ( 5 12 )	 ( 6 14 )
47	 ( 10 8 )	 ( 10 6 )	 ( 10 7 )	 ( 10 8 )	 ( 5 22 )	 ( 10 6 )	 ( 10 7 )	 ( 5 26 )	 ( 5 28 )	 ( 7 19 )	 ( 5 28 )	 ( 5 27 )	 ( 5 27 )	 ( 5 21 )	 ( 5 28 )	 ( 5 22 )	 ( 5 22 )	 ( 7 25 )	 ( 7 26 )	 ( 7 20 )	 ( 5 29 )	 ( 5 56 )	 ( 5 56 )	 ( 5 56 )	 ( 7 27 )	 ( 5 22 )	 ( 5 29 )	 ( 5 22 )	 ( 10 9 )	 ( 10 7 )	 ( 10 8 )	 ( 10 7 )	 ( 10 9 )	 ( 10 8 )	 ( 10 7 )	 ( 5 59 )	 ( 10 14 )	 ( 10 15 )	 ( 10 7 )	 ( 5 20 )	 ( 5 22 )	 ( 10 8 )	 ( 10 8 )	 ( 10 6 )	 ( 10 6 )	 ( 5 19 )	 ( 5 11 )	 ( 2147483647 0 )	 ( 5 14 )	 ( 7 11 )	 ( 7 12 )	 ( 7 28 )	 ( 5 29 )	 ( 5 30 )	 ( 5 30 )	 ( 33 4 )	 ( 10 48 )	 ( 10 5 )	 ( 10 49 )	 ( 25 1 )	 ( 33 3 )	 ( 5 29 )	 ( 7 29 )	 ( 10 9 )	 ( 7 20 )	 ( 7 26 )	 ( 7 25 )	 ( 50 1 )	 ( 50 1 )	 ( 33 1 )	 ( 50 1 )	 ( 10 7 )
48	 ( 6 18 )	 ( 6 16 )	 ( 6 17 )	 ( 6 18 )	 ( 14 14 )	 ( 6 16 )	 ( 6 17 )	 ( 5 19 )	 ( 5 21 )	 ( 25 12 )	 ( 5 21 )	 ( 5 20 )	 ( 7 20 )	 ( 14 13 )	 ( 5 21 )	 ( 14 14 )	 ( 14 14 )	 ( 13 18 )	 ( 13 19 )	 ( 25 13 )	 ( 5 22 )	 ( 5 49 )	 ( 5 49 )	 ( 5 49 )	 ( 13 20 )	 ( 14 14 )	 ( 7 21 )	 ( 14 14 )	 ( 6 19 )	 ( 6 17 )	 ( 6 18 )	 ( 6 17 )	 ( 6 19 )	 ( 6 18 )	 ( 6 17 )	 ( 5 52 )	 ( 6 24 )	 ( 6 25 )	 ( 6 17 )	 ( 14 12 )	 ( 14 14 )	 ( 6 18 )	 ( 6 18 )	 ( 6 16 )	 ( 6 16 )	 ( 14 11 )	 ( 25 3 )	 ( 5 14 )	 ( 2147483647 0 )	 ( 25 4 )	 ( 25 4 )	 ( 13 21 )	 ( 5 22 )	 ( 7 22 )	 ( 10 22 )	 ( 6 11 )	 ( 6 58 )	 ( 6 15 )	 ( 6 59 )	 ( 6 14 )	 ( 6 12 )	 ( 10 21 )	 ( 13 22 )	 ( 6 19 )	 ( 25 13 )	 ( 12 19 )	 ( 25 18 )	 ( 6 14 )	 ( 6 15 )	 ( 6 14 )	 ( 6 14 )	 ( 6 15 )
49	 ( 6 17 )	 ( 6 15 )	 ( 6 15 )	 ( 6 17 )	 ( 14 12 )	 ( 6 16 )	 ( 6 16 )	 ( 5 15 )	 ( 5 17 )	 ( 28 8 )	 ( 5 17 )	 ( 5 16 )	 ( 5 16 )	 ( 14 11 )	 ( 5 17 )	 ( 14 12 )	 ( 14 12 )	 ( 13 14 )	 ( 13 15 )	 ( 28 9 )	 ( 5 18 )	 ( 5 45 )	 ( 5 45 )	 ( 5 45 )	 ( 13 16 )	 ( 14 12 )	 ( 7 19 )	 ( 14 12 )	 ( 6 17 )	 ( 6 16 )	 ( 6 16 )	 ( 6 17 )	 ( 6 18 )	 ( 6 17 )	 ( 6 17 )	 ( 5 48 )	 ( 6 22 )	 ( 6 23 )	 ( 6 15 )	 ( 14 10 )	 ( 14 12 )	 ( 6 18 )	 ( 6 17 )	 ( 6 14 )	 ( 6 16 )	 ( 14 9 )	 ( 50 1 )	 ( 7 11 )	 ( 25 4 )	 ( 2147483647 0 )	 ( 40 1 )	 ( 13 17 )	 ( 5 18 )	 ( 7 20 )	 ( 10 20 )	 ( 6 14 )	 ( 6 58 )	 ( 6 15 )	 ( 6 59 )	 ( 7 12 )	 ( 6 13 )	 ( 10 19 )	 ( 13 18 )	 ( 6 17 )	 ( 28 9 )	 ( 12 15 )	 ( 28 14 )	 ( 6 11 )	 ( 7 12 )	 ( 7 12 )	 ( 7 12 )	 ( 6 15 )
50	 ( 6 17 )	 ( 6 15 )	 ( 6 15 )	 ( 6 17 )	 ( 14 12 )	 ( 6 16 )	 ( 6 16 )	 ( 5 16 )	 ( 5 18 )	 ( 28 9 )	 ( 5 18 )	 ( 5 17 )	 ( 5 17 )	 ( 14 11 )	 ( 5 18 )	 ( 14 12 )	 ( 14 12 )	 ( 13 15 )	 ( 13 16 )	 ( 28 10 )	 ( 5 19 )	 ( 5 46 )	 ( 5 46 )	 ( 5 46 )	 ( 13 17 )	 ( 14 12 )	 ( 7 19 )	 ( 14 12 )	 ( 6 17 )	 ( 6 16 )	 ( 6 16 )	 ( 6 17 )	 ( 6 18 )	 ( 6 17 )	 ( 6 17 )	 ( 5 49 )	 ( 6 22 )	 ( 6 23 )	 ( 6 15 )	 ( 14 10 )	 ( 14 12 )	 ( 6 18 )	 ( 6 17 )	 ( 6 14 )	 ( 6 16 )	 ( 14 9 )	 ( 28 1 )	 ( 7 12 )	 ( 25 4 )	 ( 40 1 )	 ( 2147483647 0 )	 ( 13 18 )	 ( 5 19 )	 ( 7 20 )	 ( 10 20 )	 ( 6 15 )	 ( 6 58 )	 ( 6 15 )	 ( 6 59 )	 ( 7 13 )	 ( 6 14 )	 ( 10 19 )	 ( 13 19 )	 ( 6 17 )	 ( 28 10 )	 ( 12 16 )	 ( 28 15 )	 ( 6 12 )	 ( 7 13 )	 ( 7 13 )	 ( 7 13 )	 ( 6 15 )
51	 ( 4 27 )	 ( 4 25 )	 ( 4 25 )	 ( 4 26 )	 ( 8 13 )	 ( 4 24 )	 ( 4 24 )	 ( 20 5 )	 ( 25 3 )	 ( 13 9 )	 ( 18 4 )	 ( 20 4 )	 ( 20 5 )	 ( 8 12 )	 ( 20 7 )	 ( 8 13 )	 ( 8 13 )	 ( 20 3 )	 ( 20 2 )	 ( 20 9 )	 ( 20 6 )	 ( 20 33 )	 ( 20 33 )	 ( 20 33 )	 ( 20 1 )	 ( 8 13 )	 ( 20 11 )	 ( 8 13 )	 ( 4 27 )	 ( 4 25 )	 ( 4 26 )	 ( 4 25 )	 ( 4 27 )	 ( 4 25 )	 ( 4 25 )	 ( 20 36 )	 ( 8 30 )	 ( 8 30 )	 ( 4 23 )	 ( 8 15 )	 ( 8 13 )	 ( 4 26 )	 ( 4 25 )	 ( 4 24 )	 ( 4 25 )	 ( 8 14 )	 ( 13 18 )	 ( 7 28 )	 ( 13 21 )	 ( 13 17 )	 ( 13 18 )	 ( 2147483647 0 )	 ( 20 7 )	 ( 20 10 )	 ( 20 10 )	 ( 4 29 )	 ( 4 68 )	 ( 4 25 )	 ( 4 68 )	 ( 7 29 )	 ( 4 28 )	 ( 14 11 )	 ( 50 1 )	 ( 4 25 )	 ( 20 10 )	 ( 20 13 )	 ( 12 14 )	 ( 6 28 )	 ( 7 29 )	 ( 7 29 )	 ( 7 29 )	 ( 4 25 )
52	 ( 6 27 )	 ( 6 29 )	 ( 6 29 )	 ( 6 28 )	 ( 8 11 )	 ( 4 29 )	 ( 4 29 )	 ( 25 3 )	 ( 18 4 )	 ( 5 10 )	 ( 33 3 )	 ( 33 3 )	 ( 33 4 )	 ( 8 10 )	 ( 25 1 )	 ( 8 11 )	 ( 8 11 )	 ( 25 8 )	 ( 25 7 )	 ( 5 11 )	 ( 33 1 )	 ( 33 30 )	 ( 33 30 )	 ( 33 30 )	 ( 25 6 )	 ( 8 11 )	 ( 20 5 )	 ( 8 11 )	 ( 6 32 )	 ( 6 30 )	 ( 6 31 )	 ( 4 30 )	 ( 4 32 )	 ( 4 30 )	 ( 4 30 )	 ( 33 33 )	 ( 8 28 )	 ( 8 28 )	 ( 4 28 )	 ( 8 13 )	 ( 8 11 )	 ( 4 31 )	 ( 4 30 )	 ( 4 29 )	 ( 6 30 )	 ( 8 12 )	 ( 5 19 )	 ( 5 29 )	 ( 5 22 )	 ( 5 18 )	 ( 5 19 )	 ( 20 7 )	 ( 2147483647 0 )	 ( 20 4 )	 ( 25 4 )	 ( 5 32 )	 ( 6 73 )	 ( 6 30 )	 ( 4 73 )	 ( 5 30 )	 ( 5 31 )	 ( 14 5 )	 ( 18 7 )	 ( 4 30 )	 ( 5 11 )	 ( 18 14 )	 ( 12 15 )	 ( 5 29 )	 ( 5 30 )	 ( 5 30 )	 ( 5 30 )	 ( 4 30 )
53	 ( 6 26 )	 ( 6 28 )	 ( 6 28 )	 ( 6 27 )	 ( 7 10 )	 ( 6 29 )	 ( 6 29 )	 ( 20 5 )	 ( 18 7 )	 ( 5 12 )	 ( 20 6 )	 ( 20 6 )	 ( 20 6 )	 ( 7 9 )	 ( 20 3 )	 ( 7 10 )	 ( 7 10 )	 ( 20 11 )	 ( 20 10 )	 ( 5 13 )	 ( 20 4 )	 ( 20 33 )	 ( 20 33 )	 ( 20 33 )	 ( 20 9 )	 ( 7 10 )	 ( 50 1 )	 ( 7 10 )	 ( 6 31 )	 ( 6 29 )	 ( 6 30 )	 ( 6 30 )	 ( 6 32 )	 ( 6 30 )	 ( 6 30 )	 ( 20 36 )	 ( 7 27 )	 ( 7 27 )	 ( 6 30 )	 ( 7 12 )	 ( 7 10 )	 ( 6 31 )	 ( 6 30 )	 ( 6 29 )	 ( 6 29 )	 ( 7 11 )	 ( 7 19 )	 ( 5 30 )	 ( 7 22 )	 ( 7 20 )	 ( 7 20 )	 ( 20 10 )	 ( 20 4 )	 ( 2147483647 0 )	 ( 50 1 )	 ( 6 33 )	 ( 6 72 )	 ( 6 29 )	 ( 6 73 )	 ( 5 31 )	 ( 6 33 )	 ( 50 2 )	 ( 18 10 )	 ( 6 32 )	 ( 5 13 )	 ( 18 17 )	 ( 12 18 )	 ( 6 31 )	 ( 5 31 )	 ( 5 31 )	 ( 5 31 )	 ( 6 30 )
54	 ( 6 26 )	 ( 6 28 )	 ( 6 28 )	 ( 6 27 )	 ( 10 10 )	 ( 6 29 )	 ( 6 29 )	 ( 50 5 )	 ( 18 7 )	 ( 5 12 )	 ( 40 6 )	 ( 50 6 )	 ( 50 6 )	 ( 10 9 )	 ( 50 3 )	 ( 10 10 )	 ( 10 10 )	 ( 25 11 )	 ( 25 10 )	 ( 5 13 )	 ( 50 4 )	 ( 50 33 )	 ( 40 33 )	 ( 50 33 )	 ( 25 9 )	 ( 10 10 )	 ( 50 2 )	 ( 10 10 )	 ( 6 31 )	 ( 6 29 )	 ( 6 30 )	 ( 6 30 )	 ( 6 32 )	 ( 6 30 )	 ( 6 30 )	 ( 50 36 )	 ( 10 27 )	 ( 10 27 )	 ( 6 30 )	 ( 10 12 )	 ( 10 10 )	 ( 6 31 )	 ( 6 30 )	 ( 6 29 )	 ( 6 29 )	 ( 10 11 )	 ( 10 19 )	 ( 5 30 )	 ( 10 22 )	 ( 10 20 )	 ( 10 20 )	 ( 20 10 )	 ( 25 4 )	 ( 50 1 )	 ( 2147483647 0 )	 ( 6 33 )	 ( 6 72 )	 ( 6 29 )	 ( 6 73 )	 ( 5 31 )	 ( 6 33 )	 ( 14 1 )	 ( 18 10 )	 ( 6 32 )	 ( 5 13 )	 ( 18 17 )	 ( 12 18 )	 ( 6 31 )	 ( 5 31 )	 ( 5 31 )	 ( 5 31 )	 ( 6 30 )
55	 ( 20 7 )	 ( 20 5 )	 ( 20 6 )	 ( 20 7 )	 ( 6 23 )	 ( 20 5 )	 ( 20 6 )	 ( 5 29 )	 ( 5 31 )	 ( 6 22 )	 ( 5 31 )	 ( 5 30 )	 ( 5 30 )	 ( 6 24 )	 ( 5 31 )	 ( 6 24 )	 ( 6 24 )	 ( 6 28 )	 ( 4 27 )	 ( 6 23 )	 ( 5 32 )	 ( 5 59 )	 ( 5 59 )	 ( 5 59 )	 ( 4 28 )	 ( 6 24 )	 ( 6 32 )	 ( 6 24 )	 ( 20 8 )	 ( 20 6 )	 ( 20 7 )	 ( 20 6 )	 ( 18 8 )	 ( 20 7 )	 ( 18 6 )	 ( 5 62 )	 ( 14 13 )	 ( 14 14 )	 ( 20 6 )	 ( 6 23 )	 ( 6 24 )	 ( 20 7 )	 ( 20 7 )	 ( 20 5 )	 ( 20 5 )	 ( 6 22 )	 ( 6 14 )	 ( 33 4 )	 ( 6 11 )	 ( 6 14 )	 ( 6 15 )	 ( 4 29 )	 ( 5 32 )	 ( 6 33 )	 ( 6 33 )	 ( 2147483647 0 )	 ( 20 47 )	 ( 20 4 )	 ( 20 48 )	 ( 50 3 )	 ( 50 1 )	 ( 6 32 )	 ( 4 30 )	 ( 20 8 )	 ( 6 23 )	 ( 6 29 )	 ( 6 28 )	 ( 33 3 )	 ( 33 4 )	 ( 50 3 )	 ( 33 3 )	 ( 33 4 )
56	 ( 22 46 )	 ( 22 44 )	 ( 33 45 )	 ( 22 46 )	 ( 6 62 )	 ( 22 44 )	 ( 25 45 )	 ( 6 70 )	 ( 4 71 )	 ( 6 66 )	 ( 6 72 )	 ( 4 70 )	 ( 6 70 )	 ( 6 63 )	 ( 6 72 )	 ( 6 63 )	 ( 6 63 )	 ( 4 67 )	 ( 4 66 )	 ( 6 67 )	 ( 4 72 )	 ( 4 99 )	 ( 4 99 )	 ( 4 99 )	 ( 4 67 )	 ( 6 63 )	 ( 6 71 )	 ( 6 63 )	 ( 40 46 )	 ( 22 45 )	 ( 40 46 )	 ( 40 44 )	 ( 40 47 )	 ( 25 46 )	 ( 18 45 )	 ( 4 102 )	 ( 14 52 )	 ( 14 53 )	 ( 22 45 )	 ( 6 64 )	 ( 6 63 )	 ( 50 45 )	 ( 25 46 )	 ( 40 44 )	 ( 33 44 )	 ( 6 65 )	 ( 6 57 )	 ( 10 48 )	 ( 6 58 )	 ( 6 58 )	 ( 6 58 )	 ( 4 68 )	 ( 6 73 )	 ( 6 72 )	 ( 6 72 )	 ( 20 47 )	 ( 2147483647 0 )	 ( 40 43 )	 ( 50 1 )	 ( 10 47 )	 ( 20 48 )	 ( 6 71 )	 ( 4 69 )	 ( 16 46 )	 ( 6 67 )	 ( 6 73 )	 ( 6 72 )	 ( 10 49 )	 ( 10 49 )	 ( 10 49 )	 ( 10 49 )	 ( 20 45 )
